Comuna;FECHA_INMUNIZACION;Dosis;N° de vacunados;Criterio_elegibilidad;Servicio
Calera de Tango;2023-04-11;Única;3;Escolares de 1° a 5° año básico;Sur
Calera de Tango;2023-04-12;Única;3;Escolares de 1° a 5° año básico;Sur
Calera de Tango;2023-04-13;1° dosis;1;Escolares de 1° a 5° año básico;Sur
Calera de Tango;2023-04-13;Única;64;Escolares de 1° a 5° año básico;Sur
Calera de Tango;2023-04-14;1° dosis;1;Escolares de 1° a 5° año básico;Sur
Calera de Tango;2023-04-14;Única;122;Escolares de 1° a 5° año básico;Sur
Calera de Tango;2023-04-15;Única;2;Escolares de 1° a 5° año básico;Sur
Cerrillos;2023-03-16;Única;7;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-03-17;Única;7;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-03-18;Única;3;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-03-20;Única;2;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-03-21;Única;9;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-03-22;1° dosis;7;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-03-22;Única;97;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-03-23;1° dosis;9;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-03-23;Única;48;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-03-24;Única;2;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-03-25;Única;1;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-03-27;Única;10;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-03-28;Única;7;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-03-29;1° dosis;17;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-03-29;Única;241;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-03-30;Única;24;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-03-31;1° dosis;1;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-03-31;Única;10;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-04-01;1° dosis;1;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-04-01;Única;4;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-04-03;Única;3;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-04-04;Única;6;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-04-05;1° dosis;7;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-04-05;Única;83;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-04-06;1° dosis;2;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-04-06;Única;12;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-04-10;1° dosis;1;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-04-10;Única;1;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-04-11;Única;11;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-04-12;1° dosis;1;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-04-12;Única;134;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-04-13;1° dosis;22;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-04-13;Única;454;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-04-14;1° dosis;11;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-04-14;Única;229;Escolares de 1° a 5° año básico;Central
Cerrillos;2023-04-15;Única;7;Escolares de 1° a 5° año básico;Central
Cerro Navia;2023-03-15;1° dosis;1;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-03-15;Única;5;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-03-16;Única;1;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-03-17;1° dosis;1;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-03-17;Única;9;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-03-20;1° dosis;1;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-03-20;Única;18;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-03-21;1° dosis;1;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-03-21;Única;17;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-03-22;1° dosis;1;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-03-22;Única;15;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-03-23;Única;19;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-03-24;1° dosis;4;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-03-24;Única;29;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-03-25;Única;10;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-03-27;Única;22;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-03-28;1° dosis;2;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-03-28;Única;16;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-03-29;Única;15;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-03-30;1° dosis;4;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-03-30;2° dosis;1;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-03-30;Única;98;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-03-31;1° dosis;5;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-03-31;Única;97;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-04-01;1° dosis;1;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-04-01;Única;11;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-04-03;1° dosis;14;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-04-03;Única;130;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-04-04;1° dosis;42;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-04-04;Única;332;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-04-05;1° dosis;13;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-04-05;Única;198;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-04-06;1° dosis;13;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-04-06;Única;86;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-04-10;1° dosis;22;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-04-10;Única;155;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-04-11;1° dosis;6;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-04-11;Única;113;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-04-12;1° dosis;3;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-04-12;Única;221;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-04-13;1° dosis;54;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-04-13;Única;273;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-04-14;1° dosis;6;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-04-14;Única;57;Escolares de 1° a 5° año básico;Occidente
Cerro Navia;2023-04-15;Única;15;Escolares de 1° a 5° año básico;Occidente
Colina;2023-03-15;Única;8;Escolares de 1° a 5° año básico;Norte
Colina;2023-03-16;Única;6;Escolares de 1° a 5° año básico;Norte
Colina;2023-03-17;1° dosis;1;Escolares de 1° a 5° año básico;Norte
Colina;2023-03-17;Única;13;Escolares de 1° a 5° año básico;Norte
Colina;2023-03-18;Única;4;Escolares de 1° a 5° año básico;Norte
Colina;2023-03-20;Única;17;Escolares de 1° a 5° año básico;Norte
Colina;2023-03-21;Única;19;Escolares de 1° a 5° año básico;Norte
Colina;2023-03-22;1° dosis;3;Escolares de 1° a 5° año básico;Norte
Colina;2023-03-22;Única;30;Escolares de 1° a 5° año básico;Norte
Colina;2023-03-23;1° dosis;2;Escolares de 1° a 5° año básico;Norte
Colina;2023-03-23;Única;38;Escolares de 1° a 5° año básico;Norte
Colina;2023-03-24;Única;28;Escolares de 1° a 5° año básico;Norte
Colina;2023-03-25;Única;8;Escolares de 1° a 5° año básico;Norte
Colina;2023-03-27;Única;23;Escolares de 1° a 5° año básico;Norte
Colina;2023-03-28;Única;25;Escolares de 1° a 5° año básico;Norte
Colina;2023-03-29;1° dosis;13;Escolares de 1° a 5° año básico;Norte
Colina;2023-03-29;Única;152;Escolares de 1° a 5° año básico;Norte
Colina;2023-03-30;Única;31;Escolares de 1° a 5° año básico;Norte
Colina;2023-03-31;1° dosis;2;Escolares de 1° a 5° año básico;Norte
Colina;2023-03-31;Única;28;Escolares de 1° a 5° año básico;Norte
Colina;2023-04-01;Única;6;Escolares de 1° a 5° año básico;Norte
Colina;2023-04-03;Única;18;Escolares de 1° a 5° año básico;Norte
Colina;2023-04-04;1° dosis;3;Escolares de 1° a 5° año básico;Norte
Colina;2023-04-04;Única;26;Escolares de 1° a 5° año básico;Norte
Colina;2023-04-05;1° dosis;5;Escolares de 1° a 5° año básico;Norte
Colina;2023-04-05;Única;56;Escolares de 1° a 5° año básico;Norte
Colina;2023-04-06;1° dosis;9;Escolares de 1° a 5° año básico;Norte
Colina;2023-04-06;Única;148;Escolares de 1° a 5° año básico;Norte
Colina;2023-04-10;1° dosis;1;Escolares de 1° a 5° año básico;Norte
Colina;2023-04-10;Única;74;Escolares de 1° a 5° año básico;Norte
Colina;2023-04-11;1° dosis;4;Escolares de 1° a 5° año básico;Norte
Colina;2023-04-11;EPRO;1;Escolares de 1° a 5° año básico;Norte
Colina;2023-04-11;Única;80;Escolares de 1° a 5° año básico;Norte
Colina;2023-04-12;1° dosis;3;Escolares de 1° a 5° año básico;Norte
Colina;2023-04-12;Única;55;Escolares de 1° a 5° año básico;Norte
Colina;2023-04-13;1° dosis;50;Escolares de 1° a 5° año básico;Norte
Colina;2023-04-13;Única;378;Escolares de 1° a 5° año básico;Norte
Colina;2023-04-14;1° dosis;15;Escolares de 1° a 5° año básico;Norte
Colina;2023-04-14;Única;239;Escolares de 1° a 5° año básico;Norte
Colina;2023-04-15;Única;8;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-03-15;1° dosis;1;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-03-15;Única;4;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-03-16;Única;2;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-03-17;Única;14;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-03-18;Única;5;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-03-20;1° dosis;1;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-03-20;Única;12;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-03-21;Única;8;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-03-22;Única;10;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-03-23;Única;9;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-03-24;Única;34;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-03-25;Única;6;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-03-27;1° dosis;1;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-03-27;Única;12;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-03-28;Única;12;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-03-29;1° dosis;1;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-03-29;Única;12;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-03-30;1° dosis;1;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-03-30;Única;12;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-03-31;1° dosis;1;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-03-31;Única;23;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-04-01;1° dosis;2;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-04-01;Única;12;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-04-03;1° dosis;1;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-04-03;Única;13;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-04-04;1° dosis;1;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-04-04;Única;12;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-04-05;Única;11;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-04-06;1° dosis;1;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-04-06;Única;38;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-04-10;1° dosis;32;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-04-10;Única;342;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-04-11;1° dosis;43;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-04-11;2° dosis;1;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-04-11;EPRO;1;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-04-11;Única;431;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-04-12;1° dosis;46;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-04-12;Única;266;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-04-13;1° dosis;29;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-04-13;Única;402;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-04-14;1° dosis;30;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-04-14;Única;262;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-04-15;1° dosis;1;Escolares de 1° a 5° año básico;Norte
Conchalí;2023-04-15;Única;11;Escolares de 1° a 5° año básico;Norte
Curacaví;2023-03-15;Única;1;Escolares de 1° a 5° año básico;Occidente
Curacaví;2023-03-16;Única;1;Escolares de 1° a 5° año básico;Occidente
Curacaví;2023-03-17;Única;1;Escolares de 1° a 5° año básico;Occidente
Curacaví;2023-03-21;Única;2;Escolares de 1° a 5° año básico;Occidente
Curacaví;2023-03-22;Única;1;Escolares de 1° a 5° año básico;Occidente
Curacaví;2023-03-23;Única;2;Escolares de 1° a 5° año básico;Occidente
Curacaví;2023-03-24;1° dosis;1;Escolares de 1° a 5° año básico;Occidente
Curacaví;2023-03-24;Única;6;Escolares de 1° a 5° año básico;Occidente
Curacaví;2023-03-29;Única;6;Escolares de 1° a 5° año básico;Occidente
Curacaví;2023-03-30;1° dosis;1;Escolares de 1° a 5° año básico;Occidente
Curacaví;2023-03-30;Única;7;Escolares de 1° a 5° año básico;Occidente
Curacaví;2023-03-31;Única;2;Escolares de 1° a 5° año básico;Occidente
Curacaví;2023-04-03;Única;4;Escolares de 1° a 5° año básico;Occidente
Curacaví;2023-04-04;Única;10;Escolares de 1° a 5° año básico;Occidente
Curacaví;2023-04-06;Única;2;Escolares de 1° a 5° año básico;Occidente
Curacaví;2023-04-11;Única;2;Escolares de 1° a 5° año básico;Occidente
Curacaví;2023-04-12;Única;2;Escolares de 1° a 5° año básico;Occidente
Curacaví;2023-04-13;1° dosis;1;Escolares de 1° a 5° año básico;Occidente
Curacaví;2023-04-13;Única;1;Escolares de 1° a 5° año básico;Occidente
Curacaví;2023-04-14;Única;2;Escolares de 1° a 5° año básico;Occidente
El Bosque;2023-03-15;Única;7;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-03-16;Única;5;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-03-17;1° dosis;1;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-03-17;Única;82;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-03-18;Única;45;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-03-20;Única;70;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-03-21;1° dosis;26;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-03-21;Única;163;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-03-22;1° dosis;53;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-03-22;Única;366;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-03-23;1° dosis;19;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-03-23;Única;301;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-03-24;1° dosis;32;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-03-24;Única;324;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-03-25;1° dosis;1;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-03-25;Única;50;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-03-27;1° dosis;51;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-03-27;Única;399;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-03-28;1° dosis;30;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-03-28;Única;491;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-03-29;1° dosis;33;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-03-29;Única;141;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-03-30;1° dosis;12;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-03-30;Única;141;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-03-31;1° dosis;2;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-03-31;Única;28;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-04-01;Única;61;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-04-03;1° dosis;3;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-04-03;Única;83;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-04-04;1° dosis;21;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-04-04;Única;280;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-04-05;1° dosis;54;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-04-05;Única;332;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-04-06;1° dosis;19;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-04-06;Única;280;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-04-10;1° dosis;7;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-04-10;Única;101;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-04-11;1° dosis;12;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-04-11;EPRO;1;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-04-11;Única;207;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-04-12;1° dosis;32;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-04-12;Única;245;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-04-13;1° dosis;37;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-04-13;Única;642;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-04-14;1° dosis;25;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-04-14;Única;295;Escolares de 1° a 5° año básico;Sur
El Bosque;2023-04-15;Única;21;Escolares de 1° a 5° año básico;Sur
El Monte;2023-03-20;Única;1;Escolares de 1° a 5° año básico;Occidente
El Monte;2023-03-22;Única;1;Escolares de 1° a 5° año básico;Occidente
El Monte;2023-03-23;1° dosis;6;Escolares de 1° a 5° año básico;Occidente
El Monte;2023-03-23;Única;51;Escolares de 1° a 5° año básico;Occidente
El Monte;2023-03-24;Única;2;Escolares de 1° a 5° año básico;Occidente
El Monte;2023-03-27;Única;1;Escolares de 1° a 5° año básico;Occidente
El Monte;2023-03-28;Única;5;Escolares de 1° a 5° año básico;Occidente
El Monte;2023-03-29;Única;2;Escolares de 1° a 5° año básico;Occidente
El Monte;2023-03-30;Única;5;Escolares de 1° a 5° año básico;Occidente
El Monte;2023-04-01;Única;2;Escolares de 1° a 5° año básico;Occidente
El Monte;2023-04-03;Única;4;Escolares de 1° a 5° año básico;Occidente
