Servicio;Comuna;CODIGO_DEIS;Establecimiento;Criterio_elegibilidad;N° de vacunados;Código Antiguo ;latitud;longitud
SEREMI Metropolitana de Santiago;Macul;12-512;Centro Médico San Joaquín Red de Salud UC CHRISTUS;Personas mayores de 65 años y más;373;12-512;-33.497116;-70.614619
SEREMI Metropolitana de Santiago;Macul;12-512;Centro Médico San Joaquín Red de Salud UC CHRISTUS;Población General;1381;12-512;-33.497116;-70.614619
SEREMI Metropolitana de Santiago;Macul;12-512;Centro Médico San Joaquín Red de Salud UC CHRISTUS;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;11;12-512;-33.497116;-70.614619
SEREMI Metropolitana de Santiago;Maipú;201290;Vacunatorio INMUVAX;Enfermos cronicos de 11 a 64 años de edad;3;201290;-33.498106;-70.75715
SEREMI Metropolitana de Santiago;Maipú;201290;Vacunatorio INMUVAX;Escolares de 1° a 5° año básico;1;201290;-33.498106;-70.75715
SEREMI Metropolitana de Santiago;Maipú;201290;Vacunatorio INMUVAX;Niños y niñas de 6 meses a 5 años de edad;4;201290;-33.498106;-70.75715
SEREMI Metropolitana de Santiago;Maipú;201290;Vacunatorio INMUVAX;Otras prioridades;9;201290;-33.498106;-70.75715
SEREMI Metropolitana de Santiago;Maipú;201290;Vacunatorio INMUVAX;P. de salud: Privado;4;201290;-33.498106;-70.75715
SEREMI Metropolitana de Santiago;Maipú;201290;Vacunatorio INMUVAX;P. de salud: Público;1;201290;-33.498106;-70.75715
SEREMI Metropolitana de Santiago;Maipú;201290;Vacunatorio INMUVAX;Población General;22;201290;-33.498106;-70.75715
SEREMI Metropolitana de Santiago;Melipilla;10-270;Clínica Los Maitenes;Embarazadas;5;10-270;-33.6721;-71.21718
SEREMI Metropolitana de Santiago;Melipilla;10-270;Clínica Los Maitenes;Enfermos cronicos de 11 a 64 años de edad;55;10-270;-33.6721;-71.21718
SEREMI Metropolitana de Santiago;Melipilla;10-270;Clínica Los Maitenes;Escolares de 1° a 5° año básico;23;10-270;-33.6721;-71.21718
SEREMI Metropolitana de Santiago;Melipilla;10-270;Clínica Los Maitenes;Niños y niñas de 6 meses a 5 años de edad;82;10-270;-33.6721;-71.21718
SEREMI Metropolitana de Santiago;Melipilla;10-270;Clínica Los Maitenes;P. de salud: Privado;236;10-270;-33.6721;-71.21718
SEREMI Metropolitana de Santiago;Melipilla;10-270;Clínica Los Maitenes;P. de salud: Público;10;10-270;-33.6721;-71.21718
SEREMI Metropolitana de Santiago;Melipilla;10-270;Clínica Los Maitenes;Personas mayores de 65 años y más;89;10-270;-33.6721;-71.21718
SEREMI Metropolitana de Santiago;Melipilla;10-270;Clínica Los Maitenes;Población General;514;10-270;-33.6721;-71.21718
SEREMI Metropolitana de Santiago;Melipilla;10-270;Clínica Los Maitenes;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;2;10-270;-33.6721;-71.21718
SEREMI Metropolitana de Santiago;Peñalolén;12-275;Centro Médico Alto Tobalaba - Vacunatorio Vacci Protex;Embarazadas;4;12-275;-33.48292;-70.557327
SEREMI Metropolitana de Santiago;Peñalolén;12-275;Centro Médico Alto Tobalaba - Vacunatorio Vacci Protex;Enfermos cronicos de 11 a 64 años de edad;55;12-275;-33.48292;-70.557327
SEREMI Metropolitana de Santiago;Peñalolén;12-275;Centro Médico Alto Tobalaba - Vacunatorio Vacci Protex;Escolares de 1° a 5° año básico;49;12-275;-33.48292;-70.557327
SEREMI Metropolitana de Santiago;Peñalolén;12-275;Centro Médico Alto Tobalaba - Vacunatorio Vacci Protex;Niños y niñas de 6 meses a 5 años de edad;90;12-275;-33.48292;-70.557327
SEREMI Metropolitana de Santiago;Peñalolén;12-275;Centro Médico Alto Tobalaba - Vacunatorio Vacci Protex;Otras prioridades;1;12-275;-33.48292;-70.557327
SEREMI Metropolitana de Santiago;Peñalolén;12-275;Centro Médico Alto Tobalaba - Vacunatorio Vacci Protex;P. de salud: Privado;19;12-275;-33.48292;-70.557327
SEREMI Metropolitana de Santiago;Peñalolén;12-275;Centro Médico Alto Tobalaba - Vacunatorio Vacci Protex;Personas mayores de 65 años y más;132;12-275;-33.48292;-70.557327
SEREMI Metropolitana de Santiago;Peñalolén;12-275;Centro Médico Alto Tobalaba - Vacunatorio Vacci Protex;Población General;521;12-275;-33.48292;-70.557327
SEREMI Metropolitana de Santiago;Peñalolén;12-275;Centro Médico Alto Tobalaba - Vacunatorio Vacci Protex;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;1;12-275;-33.48292;-70.557327
SEREMI Metropolitana de Santiago;Peñalolén;12-930;Clínica Las Condes Peñalolén;Embarazadas;11;12-930;-33.489949;-70.544831
SEREMI Metropolitana de Santiago;Peñalolén;12-930;Clínica Las Condes Peñalolén;Enfermos cronicos de 11 a 64 años de edad;100;12-930;-33.489949;-70.544831
SEREMI Metropolitana de Santiago;Peñalolén;12-930;Clínica Las Condes Peñalolén;Escolares de 1° a 5° año básico;45;12-930;-33.489949;-70.544831
SEREMI Metropolitana de Santiago;Peñalolén;12-930;Clínica Las Condes Peñalolén;Niños y niñas de 6 meses a 5 años de edad;152;12-930;-33.489949;-70.544831
SEREMI Metropolitana de Santiago;Peñalolén;12-930;Clínica Las Condes Peñalolén;Otras prioridades;29;12-930;-33.489949;-70.544831
SEREMI Metropolitana de Santiago;Peñalolén;12-930;Clínica Las Condes Peñalolén;P. de salud: Privado;103;12-930;-33.489949;-70.544831
SEREMI Metropolitana de Santiago;Peñalolén;12-930;Clínica Las Condes Peñalolén;P. de salud: Público;7;12-930;-33.489949;-70.544831
SEREMI Metropolitana de Santiago;Peñalolén;12-930;Clínica Las Condes Peñalolén;Personas mayores de 65 años y más;192;12-930;-33.489949;-70.544831
SEREMI Metropolitana de Santiago;Peñalolén;12-930;Clínica Las Condes Peñalolén;Población General;708;12-930;-33.489949;-70.544831
SEREMI Metropolitana de Santiago;Peñalolén;12-930;Clínica Las Condes Peñalolén;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;11;12-930;-33.489949;-70.544831
SEREMI Metropolitana de Santiago;Providencia;12-211;Clínica Indisa;Embarazadas;124;12-211;-33.43333;-70.62855
SEREMI Metropolitana de Santiago;Providencia;12-211;Clínica Indisa;Enfermos cronicos de 11 a 64 años de edad;84;12-211;-33.43333;-70.62855
SEREMI Metropolitana de Santiago;Providencia;12-211;Clínica Indisa;Escolares de 1° a 5° año básico;53;12-211;-33.43333;-70.62855
SEREMI Metropolitana de Santiago;Providencia;12-211;Clínica Indisa;Estrategia Capullo;1;12-211;-33.43333;-70.62855
SEREMI Metropolitana de Santiago;Providencia;12-211;Clínica Indisa;Niños y niñas de 6 meses a 5 años de edad;756;12-211;-33.43333;-70.62855
SEREMI Metropolitana de Santiago;Providencia;12-211;Clínica Indisa;Otras prioridades;3;12-211;-33.43333;-70.62855
SEREMI Metropolitana de Santiago;Providencia;12-211;Clínica Indisa;P. de salud: Privado;1833;12-211;-33.43333;-70.62855
SEREMI Metropolitana de Santiago;Providencia;12-211;Clínica Indisa;P. de salud: Público;12;12-211;-33.43333;-70.62855
SEREMI Metropolitana de Santiago;Providencia;12-211;Clínica Indisa;Personas mayores de 65 años y más;217;12-211;-33.43333;-70.62855
SEREMI Metropolitana de Santiago;Providencia;12-211;Clínica Indisa;Población General;3107;12-211;-33.43333;-70.62855
SEREMI Metropolitana de Santiago;Providencia;12-211;Clínica Indisa;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;5;12-211;-33.43333;-70.62855
SEREMI Metropolitana de Santiago;Providencia;12-244;Hospital del Trabajador Santiago;Embarazadas;10;12-244;-33.443625;-70.632551
SEREMI Metropolitana de Santiago;Providencia;12-244;Hospital del Trabajador Santiago;Enfermos cronicos de 11 a 64 años de edad;184;12-244;-33.443625;-70.632551
SEREMI Metropolitana de Santiago;Providencia;12-244;Hospital del Trabajador Santiago;P. de salud: Privado;971;12-244;-33.443625;-70.632551
SEREMI Metropolitana de Santiago;Providencia;12-244;Hospital del Trabajador Santiago;P. de salud: Público;4;12-244;-33.443625;-70.632551
SEREMI Metropolitana de Santiago;Providencia;12-244;Hospital del Trabajador Santiago;Personas mayores de 65 años y más;26;12-244;-33.443625;-70.632551
SEREMI Metropolitana de Santiago;Providencia;12-244;Hospital del Trabajador Santiago;Población General;1192;12-244;-33.443625;-70.632551
SEREMI Metropolitana de Santiago;Providencia;12-249;Clínica Santa María;Embarazadas;57;12-249;-33.43282;-70.62822
SEREMI Metropolitana de Santiago;Providencia;12-249;Clínica Santa María;Enfermos cronicos de 11 a 64 años de edad;188;12-249;-33.43282;-70.62822
SEREMI Metropolitana de Santiago;Providencia;12-249;Clínica Santa María;Escolares de 1° a 5° año básico;53;12-249;-33.43282;-70.62822
SEREMI Metropolitana de Santiago;Providencia;12-249;Clínica Santa María;Estrategia Capullo;14;12-249;-33.43282;-70.62822
SEREMI Metropolitana de Santiago;Providencia;12-249;Clínica Santa María;Niños y niñas de 6 meses a 5 años de edad;312;12-249;-33.43282;-70.62822
SEREMI Metropolitana de Santiago;Providencia;12-249;Clínica Santa María;Otras prioridades;3;12-249;-33.43282;-70.62822
SEREMI Metropolitana de Santiago;Providencia;12-249;Clínica Santa María;P. de salud: Privado;1400;12-249;-33.43282;-70.62822
SEREMI Metropolitana de Santiago;Providencia;12-249;Clínica Santa María;P. de salud: Público;17;12-249;-33.43282;-70.62822
SEREMI Metropolitana de Santiago;Providencia;12-249;Clínica Santa María;Personas mayores de 65 años y más;298;12-249;-33.43282;-70.62822
SEREMI Metropolitana de Santiago;Providencia;12-249;Clínica Santa María;Población General;2348;12-249;-33.43282;-70.62822
SEREMI Metropolitana de Santiago;Providencia;12-249;Clínica Santa María;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;12;12-249;-33.43282;-70.62822
SEREMI Metropolitana de Santiago;Providencia;12-943;Vacunatorio RENVAC;Enfermos cronicos de 11 a 64 años de edad;5;12-943;-33.425381;-70.614023
SEREMI Metropolitana de Santiago;Providencia;12-943;Vacunatorio RENVAC;Escolares de 1° a 5° año básico;1;12-943;-33.425381;-70.614023
SEREMI Metropolitana de Santiago;Providencia;12-943;Vacunatorio RENVAC;Niños y niñas de 6 meses a 5 años de edad;3;12-943;-33.425381;-70.614023
SEREMI Metropolitana de Santiago;Providencia;12-943;Vacunatorio RENVAC;Otras prioridades;9;12-943;-33.425381;-70.614023
SEREMI Metropolitana de Santiago;Providencia;12-943;Vacunatorio RENVAC;P. de salud: Privado;6;12-943;-33.425381;-70.614023
SEREMI Metropolitana de Santiago;Providencia;12-943;Vacunatorio RENVAC;Personas mayores de 65 años y más;15;12-943;-33.425381;-70.614023
SEREMI Metropolitana de Santiago;Providencia;12-943;Vacunatorio RENVAC;Población General;194;12-943;-33.425381;-70.614023
SEREMI Metropolitana de Santiago;Providencia;12-944;Vacunatorio Internacional Immunitas SpA;Enfermos cronicos de 11 a 64 años de edad;23;12-944;-33.423268;-70.609892
SEREMI Metropolitana de Santiago;Providencia;12-944;Vacunatorio Internacional Immunitas SpA;Escolares de 1° a 5° año básico;8;12-944;-33.423268;-70.609892
SEREMI Metropolitana de Santiago;Providencia;12-944;Vacunatorio Internacional Immunitas SpA;Niños y niñas de 6 meses a 5 años de edad;52;12-944;-33.423268;-70.609892
SEREMI Metropolitana de Santiago;Providencia;12-944;Vacunatorio Internacional Immunitas SpA;Otras prioridades;2;12-944;-33.423268;-70.609892
SEREMI Metropolitana de Santiago;Providencia;12-944;Vacunatorio Internacional Immunitas SpA;P. de salud: Privado;23;12-944;-33.423268;-70.609892
SEREMI Metropolitana de Santiago;Providencia;12-944;Vacunatorio Internacional Immunitas SpA;P. de salud: Público;1;12-944;-33.423268;-70.609892
SEREMI Metropolitana de Santiago;Providencia;12-944;Vacunatorio Internacional Immunitas SpA;Personas mayores de 65 años y más;31;12-944;-33.423268;-70.609892
SEREMI Metropolitana de Santiago;Providencia;12-944;Vacunatorio Internacional Immunitas SpA;Población General;193;12-944;-33.423268;-70.609892
SEREMI Metropolitana de Santiago;Providencia;12-944;Vacunatorio Internacional Immunitas SpA;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;4;12-944;-33.423268;-70.609892
SEREMI Metropolitana de Santiago;Providencia;12-945;Vacunatorio Clínica El Bosque;Embarazadas;6;12-945;-33.42821;-70.619211
SEREMI Metropolitana de Santiago;Providencia;12-945;Vacunatorio Clínica El Bosque;Enfermos cronicos de 11 a 64 años de edad;14;12-945;-33.42821;-70.619211
SEREMI Metropolitana de Santiago;Providencia;12-945;Vacunatorio Clínica El Bosque;Escolares de 1° a 5° año básico;31;12-945;-33.42821;-70.619211
SEREMI Metropolitana de Santiago;Providencia;12-945;Vacunatorio Clínica El Bosque;Niños y niñas de 6 meses a 5 años de edad;108;12-945;-33.42821;-70.619211
SEREMI Metropolitana de Santiago;Providencia;12-945;Vacunatorio Clínica El Bosque;P. de salud: Privado;22;12-945;-33.42821;-70.619211
SEREMI Metropolitana de Santiago;Providencia;12-945;Vacunatorio Clínica El Bosque;P. de salud: Público;4;12-945;-33.42821;-70.619211
SEREMI Metropolitana de Santiago;Providencia;12-945;Vacunatorio Clínica El Bosque;Personas mayores de 65 años y más;156;12-945;-33.42821;-70.619211
SEREMI Metropolitana de Santiago;Providencia;12-945;Vacunatorio Clínica El Bosque;Población General;411;12-945;-33.42821;-70.619211
SEREMI Metropolitana de Santiago;Providencia;12-945;Vacunatorio Clínica El Bosque;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;1;12-945;-33.42821;-70.619211
SEREMI Metropolitana de Santiago;Providencia;12-998;Centro Médico HTS SpA;Enfermos cronicos de 11 a 64 años de edad;4;12-998;-33.444151;-70.63295
SEREMI Metropolitana de Santiago;Providencia;12-998;Centro Médico HTS SpA;P. de salud: Privado;274;12-998;-33.444151;-70.63295
SEREMI Metropolitana de Santiago;Providencia;12-998;Centro Médico HTS SpA;P. de salud: Público;1;12-998;-33.444151;-70.63295
SEREMI Metropolitana de Santiago;Providencia;12-998;Centro Médico HTS SpA;Personas mayores de 65 años y más;14;12-998;-33.444151;-70.63295
SEREMI Metropolitana de Santiago;Providencia;12-998;Centro Médico HTS SpA;Población General;291;12-998;-33.444151;-70.63295
SEREMI Metropolitana de Santiago;Providencia;200919;VACUMED;Escolares de 1° a 5° año básico;6;200919;-33.435545;-70.631183
SEREMI Metropolitana de Santiago;Providencia;200919;VACUMED;Niños y niñas de 6 meses a 5 años de edad;12;200919;-33.435545;-70.631183
SEREMI Metropolitana de Santiago;Providencia;200919;VACUMED;Otras prioridades;31;200919;-33.435545;-70.631183
SEREMI Metropolitana de Santiago;Providencia;200919;VACUMED;P. de salud: Privado;1;200919;-33.435545;-70.631183
SEREMI Metropolitana de Santiago;Providencia;200919;VACUMED;Personas mayores de 65 años y más;31;200919;-33.435545;-70.631183
SEREMI Metropolitana de Santiago;Providencia;200919;VACUMED;Población General;444;200919;-33.435545;-70.631183
SEREMI Metropolitana de Santiago;Providencia;201156;VAXPROSALUD;Embarazadas;5;201156;-33.427625;-70.592504
SEREMI Metropolitana de Santiago;Providencia;201156;VAXPROSALUD;Enfermos cronicos de 11 a 64 años de edad;23;201156;-33.427625;-70.592504
SEREMI Metropolitana de Santiago;Providencia;201156;VAXPROSALUD;Escolares de 1° a 5° año básico;25;201156;-33.427625;-70.592504
SEREMI Metropolitana de Santiago;Providencia;201156;VAXPROSALUD;Niños y niñas de 6 meses a 5 años de edad;95;201156;-33.427625;-70.592504
SEREMI Metropolitana de Santiago;Providencia;201156;VAXPROSALUD;P. de salud: Privado;26;201156;-33.427625;-70.592504
SEREMI Metropolitana de Santiago;Providencia;201156;VAXPROSALUD;P. de salud: Público;10;201156;-33.427625;-70.592504
SEREMI Metropolitana de Santiago;Providencia;201156;VAXPROSALUD;Personas mayores de 65 años y más;194;201156;-33.427625;-70.592504
SEREMI Metropolitana de Santiago;Providencia;201156;VAXPROSALUD;Población General;668;201156;-33.427625;-70.592504
SEREMI Metropolitana de Santiago;Providencia;201156;VAXPROSALUD;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;3;201156;-33.427625;-70.592504
SEREMI Metropolitana de Santiago;Pudahuel;201146;Centro Medico y Dental Del Valle;Embarazadas;2;201146;-33.45267;-70.848608
SEREMI Metropolitana de Santiago;Pudahuel;201146;Centro Medico y Dental Del Valle;Enfermos cronicos de 11 a 64 años de edad;119;201146;-33.45267;-70.848608
SEREMI Metropolitana de Santiago;Pudahuel;201146;Centro Medico y Dental Del Valle;Escolares de 1° a 5° año básico;51;201146;-33.45267;-70.848608
SEREMI Metropolitana de Santiago;Pudahuel;201146;Centro Medico y Dental Del Valle;Niños y niñas de 6 meses a 5 años de edad;68;201146;-33.45267;-70.848608
SEREMI Metropolitana de Santiago;Pudahuel;201146;Centro Medico y Dental Del Valle;P. de salud: Privado;20;201146;-33.45267;-70.848608
SEREMI Metropolitana de Santiago;Pudahuel;201146;Centro Medico y Dental Del Valle;P. de salud: Público;1;201146;-33.45267;-70.848608
SEREMI Metropolitana de Santiago;Pudahuel;201146;Centro Medico y Dental Del Valle;Personas mayores de 65 años y más;18;201146;-33.45267;-70.848608
SEREMI Metropolitana de Santiago;Pudahuel;201146;Centro Medico y Dental Del Valle;Población General;280;201146;-33.45267;-70.848608
SEREMI Metropolitana de Santiago;Pudahuel;201146;Centro Medico y Dental Del Valle;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;2;201146;-33.45267;-70.848608
SEREMI Metropolitana de Santiago;Recoleta;09-201;Clínica Dávila;Embarazadas;48;09-201;-33.427257;-70.648544
SEREMI Metropolitana de Santiago;Recoleta;09-201;Clínica Dávila;Enfermos cronicos de 11 a 64 años de edad;36;09-201;-33.427257;-70.648544
SEREMI Metropolitana de Santiago;Recoleta;09-201;Clínica Dávila;Escolares de 1° a 5° año básico;16;09-201;-33.427257;-70.648544
SEREMI Metropolitana de Santiago;Recoleta;09-201;Clínica Dávila;Niños y niñas de 6 meses a 5 años de edad;161;09-201;-33.427257;-70.648544
