Servicio;Comuna;Criterio_elegibilidad;N° de vacunados;Población objetivo;Avance vacunación;Desagregación;CODIGO_DEIS;Establecimiento;Dosis
SEREMI Metropolitana de Santiago;Ñuñoa;Enfermos cronicos de 11 a 64 años de edad;47;;;Establecimientos de salud;201093;Vacunatorio Medicien_Ñuñoa;Única
Central;Cerrillos;Escolares de 1° a 5° año básico;17;;;Establecimientos de salud;11-305;Centro de Salud Familiar Dr. Norman Voulliéme;1° dosis
Central;Cerrillos;Escolares de 1° a 5° año básico;296;;;Establecimientos de salud;11-305;Centro de Salud Familiar Dr. Norman Voulliéme;Única
Central;Cerrillos;Escolares de 1° a 5° año básico;16;;;Establecimientos de salud;11-307;Centro de Salud Familiar Enfermera Sofía Pincheira;1° dosis
Central;Cerrillos;Escolares de 1° a 5° año básico;165;;;Establecimientos de salud;11-307;Centro de Salud Familiar Enfermera Sofía Pincheira;Única
Central;Estación Central;Escolares de 1° a 5° año básico;37;;;Establecimientos de salud;11-302;Centro de Salud Familiar Padre Vicente Irarrázabal;Única
Central;Estación Central;Escolares de 1° a 5° año básico;40;;;Establecimientos de salud;11-306;Centro de Salud Familiar San José de Chuchunco;Única
Central;Estación Central;Escolares de 1° a 5° año básico;12;;;Establecimientos de salud;11-310;Centro de Salud Familiar Las Mercedes;1° dosis
Central;Estación Central;Escolares de 1° a 5° año básico;59;;;Establecimientos de salud;11-310;Centro de Salud Familiar Las Mercedes;Única
Central;Maipú;Escolares de 1° a 5° año básico;127;;;Establecimientos de salud;11-304;Centro de Salud Familiar Maipú;Única
Central;Maipú;Escolares de 1° a 5° año básico;1;;;Establecimientos de salud;11-308;Centro de Salud Familiar Dr. José Eduardo Ahués Salame;1° dosis
Central;Maipú;Escolares de 1° a 5° año básico;108;;;Establecimientos de salud;11-308;Centro de Salud Familiar Dr. José Eduardo Ahués Salame;Única
Central;Maipú;Escolares de 1° a 5° año básico;1;;;Establecimientos de salud;11-309;Centro de Salud Familiar Dra. Ana María Juricic;1° dosis
Central;Maipú;Escolares de 1° a 5° año básico;18;;;Establecimientos de salud;11-309;Centro de Salud Familiar Dra. Ana María Juricic;Única
Central;Maipú;Escolares de 1° a 5° año básico;153;;;Establecimientos de salud;11-378;Centro de Salud Familiar Dr. Iván Insunza;Única
Central;Maipú;Escolares de 1° a 5° año básico;7;;;Establecimientos de salud;11-379;Centro de Salud Familiar Clotario Blest;1° dosis
Central;Maipú;Escolares de 1° a 5° año básico;1;;;Establecimientos de salud;11-379;Centro de Salud Familiar Clotario Blest;2° dosis
Central;Maipú;Escolares de 1° a 5° año básico;918;;;Establecimientos de salud;11-379;Centro de Salud Familiar Clotario Blest;Única
Central;Maipú;Escolares de 1° a 5° año básico;2;;;Establecimientos de salud;11-380;Centro de Salud Familiar Dr. Carlos Godoy;1° dosis
Central;Maipú;Escolares de 1° a 5° año básico;145;;;Establecimientos de salud;11-380;Centro de Salud Familiar Dr. Carlos Godoy;Única
Central;Maipú;Escolares de 1° a 5° año básico;10;;;Establecimientos de salud;11-382;Centro de Salud Familiar Presidenta Michelle Bachelet;1° dosis
Central;Maipú;Escolares de 1° a 5° año básico;727;;;Establecimientos de salud;11-382;Centro de Salud Familiar Presidenta Michelle Bachelet;Única
Central;Maipú;Escolares de 1° a 5° año básico;5;;;Establecimientos de salud;11-383;Centro de Salud Familiar Dr. Luis Ferrada;1° dosis
Central;Maipú;Escolares de 1° a 5° año básico;53;;;Establecimientos de salud;11-383;Centro de Salud Familiar Dr. Luis Ferrada;Única
Central;Santiago;Escolares de 1° a 5° año básico;1;;;Establecimientos de salud;11-100;Hospital Clínico San Borja Arriarán;1° dosis
Central;Santiago;Escolares de 1° a 5° año básico;27;;;Establecimientos de salud;11-100;Hospital Clínico San Borja Arriarán;Única
Central;Santiago;Escolares de 1° a 5° año básico;52;;;Establecimientos de salud;11-300;Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo;1° dosis
Central;Santiago;Escolares de 1° a 5° año básico;134;;;Establecimientos de salud;11-300;Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo;Única
Central;Santiago;Escolares de 1° a 5° año básico;2;;;Establecimientos de salud;11-301;Centro de Salud Familiar Nº 5;1° dosis
Central;Santiago;Escolares de 1° a 5° año básico;27;;;Establecimientos de salud;11-301;Centro de Salud Familiar Nº 5;Única
Central;Santiago;Escolares de 1° a 5° año básico;1;;;Establecimientos de salud;11-370;Centro de Salud Familiar Padre Orellana;1° dosis
Central;Santiago;Escolares de 1° a 5° año básico;46;;;Establecimientos de salud;11-370;Centro de Salud Familiar Padre Orellana;Única
Central;Santiago;Escolares de 1° a 5° año básico;25;;;Establecimientos de salud;11-372;Centro de Salud Familiar Arauco;Única
Central;Santiago;Escolares de 1° a 5° año básico;4;;;Establecimientos de salud;11-376;Centro de Salud Familiar Matta Sur;1° dosis
Central;Santiago;Escolares de 1° a 5° año básico;47;;;Establecimientos de salud;11-376;Centro de Salud Familiar Matta Sur;Única
Central;Santiago;Escolares de 1° a 5° año básico;7;;;Establecimientos de salud;11-381;Centro de Salud Familiar Ignacio Domeyko;1° dosis
Central;Santiago;Escolares de 1° a 5° año básico;96;;;Establecimientos de salud;11-381;Centro de Salud Familiar Ignacio Domeyko;Única
Norte;Colina;Escolares de 1° a 5° año básico;14;;;Establecimientos de salud;09-310;Centro de Salud Familiar Colina;1° dosis
Norte;Colina;Escolares de 1° a 5° año básico;183;;;Establecimientos de salud;09-310;Centro de Salud Familiar Colina;Única
Norte;Colina;Escolares de 1° a 5° año básico;23;;;Establecimientos de salud;09-316;Centro de Salud Familiar Esmeralda;Única
Norte;Colina;Escolares de 1° a 5° año básico;1;;;Establecimientos de salud;09-417;Posta de Salud Rural Los Ingleses;1° dosis
Norte;Colina;Escolares de 1° a 5° año básico;3;;;Establecimientos de salud;09-417;Posta de Salud Rural Los Ingleses;Única
Norte;Colina;Escolares de 1° a 5° año básico;1;;;Establecimientos de salud;09-418;Posta de Salud Rural Las Canteras;Única
Norte;Colina;Escolares de 1° a 5° año básico;3;;;Establecimientos de salud;09-419;Posta de Salud Rural Santa Marta de Liray;Única
Norte;Colina;Escolares de 1° a 5° año básico;3;;;Establecimientos de salud;09-716;Centro Comunitario de Salud Familiar Esmeralda;Única
Norte;Conchalí;Escolares de 1° a 5° año básico;2;;;Establecimientos de salud;09-302;Centro de Salud Familiar Lucas Sierra;1° dosis
Norte;Conchalí;Escolares de 1° a 5° año básico;81;;;Establecimientos de salud;09-302;Centro de Salud Familiar Lucas Sierra;Única
Norte;Conchalí;Escolares de 1° a 5° año básico;2;;;Establecimientos de salud;09-308;Centro de Salud Familiar Alberto Bachelet Martínez;1° dosis
Norte;Conchalí;Escolares de 1° a 5° año básico;28;;;Establecimientos de salud;09-308;Centro de Salud Familiar Alberto Bachelet Martínez;Única
Norte;Conchalí;Escolares de 1° a 5° año básico;2;;;Establecimientos de salud;09-309;Centro de Salud Familiar José Symon Ojeda;1° dosis
Norte;Conchalí;Escolares de 1° a 5° año básico;31;;;Establecimientos de salud;09-309;Centro de Salud Familiar José Symon Ojeda;Única
Norte;Conchalí;Escolares de 1° a 5° año básico;23;;;Establecimientos de salud;09-314;Centro de Salud Familiar Juanita Aguirre;Única
Norte;Huechuraba;Escolares de 1° a 5° año básico;1;;;Establecimientos de salud;09-305;Centro de Salud Familiar La Pincoya;1° dosis
Norte;Huechuraba;Escolares de 1° a 5° año básico;70;;;Establecimientos de salud;09-305;Centro de Salud Familiar La Pincoya;Única
Norte;Huechuraba;Escolares de 1° a 5° año básico;2;;;Establecimientos de salud;09-317;Centro de Salud Familiar El Barrero;1° dosis
Norte;Huechuraba;Escolares de 1° a 5° año básico;103;;;Establecimientos de salud;09-317;Centro de Salud Familiar El Barrero;Única
Norte;Huechuraba;Escolares de 1° a 5° año básico;30;;;Establecimientos de salud;09-323;Centro de Salud Familiar Dr. Salvador Allende Gossens;Única
Norte;Huechuraba;Escolares de 1° a 5° año básico;48;;;Establecimientos de salud;09-718;Centro Comunitario de Salud Familiar Los Libertadores;1° dosis
Norte;Huechuraba;Escolares de 1° a 5° año básico;201;;;Establecimientos de salud;09-718;Centro Comunitario de Salud Familiar Los Libertadores;Única
Norte;Huechuraba;Escolares de 1° a 5° año básico;133;;;Establecimientos de salud;09-915;Centro de Salud Familiar Dr. Victor Castro Wiren;1° dosis
Norte;Huechuraba;Escolares de 1° a 5° año básico;616;;;Establecimientos de salud;09-915;Centro de Salud Familiar Dr. Victor Castro Wiren;Única
Norte;Independencia;Escolares de 1° a 5° año básico;1;;;Establecimientos de salud;09-101;Hospital Clínico de Niños Dr. Roberto del Río (Santiago, Independencia);1° dosis
Norte;Independencia;Escolares de 1° a 5° año básico;32;;;Establecimientos de salud;09-101;Hospital Clínico de Niños Dr. Roberto del Río (Santiago, Independencia);Única
Norte;Independencia;Escolares de 1° a 5° año básico;3;;;Establecimientos de salud;09-300;Centro de Salud Familiar Agustín Cruz Melo;1° dosis
Norte;Independencia;Escolares de 1° a 5° año básico;97;;;Establecimientos de salud;09-300;Centro de Salud Familiar Agustín Cruz Melo;Única
Norte;Independencia;Escolares de 1° a 5° año básico;50;;;Establecimientos de salud;09-321;Centro de Salud Familiar Juan Antonio Ríos;Única
Norte;Lampa;Escolares de 1° a 5° año básico;10;;;Establecimientos de salud;09-311;Centro de Salud Familiar José Bauza Frau;1° dosis
Norte;Lampa;Escolares de 1° a 5° año básico;179;;;Establecimientos de salud;09-311;Centro de Salud Familiar José Bauza Frau;Única
Norte;Lampa;Escolares de 1° a 5° año básico;4;;;Establecimientos de salud;09-312;Centro de Salud Familiar Batuco;1° dosis
Norte;Lampa;Escolares de 1° a 5° año básico;73;;;Establecimientos de salud;09-312;Centro de Salud Familiar Batuco;Única
Norte;Lampa;Escolares de 1° a 5° año básico;49;;;Establecimientos de salud;09-407;Posta de Salud Rural Juan Pablo II de Lampa;Única
Norte;Quilicura;Escolares de 1° a 5° año básico;16;;;Establecimientos de salud;09-313;Centro de Salud Familiar Irene Frei de Cid;1° dosis
Norte;Quilicura;Escolares de 1° a 5° año básico;632;;;Establecimientos de salud;09-313;Centro de Salud Familiar Irene Frei de Cid;Única
Norte;Quilicura;Escolares de 1° a 5° año básico;51;;;Establecimientos de salud;09-315;Centro de Salud Familiar Manuel Bustos Huerta;1° dosis
Norte;Quilicura;Escolares de 1° a 5° año básico;672;;;Establecimientos de salud;09-315;Centro de Salud Familiar Manuel Bustos Huerta;Única
Norte;Quilicura;Escolares de 1° a 5° año básico;31;;;Establecimientos de salud;09-324;Centro de Salud Familiar Presidente Salvador Allende Gossens;1° dosis
Norte;Quilicura;Escolares de 1° a 5° año básico;1651;;;Establecimientos de salud;09-324;Centro de Salud Familiar Presidente Salvador Allende Gossens;Única
Norte;Quilicura;Escolares de 1° a 5° año básico;114;;;Establecimientos de salud;201091;CESFAM Marta Ugarte Román;1° dosis
Norte;Quilicura;Escolares de 1° a 5° año básico;1149;;;Establecimientos de salud;201091;CESFAM Marta Ugarte Román;Única
Norte;Recoleta;Escolares de 1° a 5° año básico;45;;;Establecimientos de salud;09-301;Centro de Salud Familiar Recoleta;1° dosis
Norte;Recoleta;Escolares de 1° a 5° año básico;983;;;Establecimientos de salud;09-301;Centro de Salud Familiar Recoleta;Única
Norte;Recoleta;Escolares de 1° a 5° año básico;30;;;Establecimientos de salud;09-303;Centro de Salud Familiar Quinta Bella;Única
Norte;Recoleta;Escolares de 1° a 5° año básico;5;;;Establecimientos de salud;09-304;Centro de Salud Familiar Valdivieso;1° dosis
Norte;Recoleta;Escolares de 1° a 5° año básico;99;;;Establecimientos de salud;09-304;Centro de Salud Familiar Valdivieso;Única
Norte;Recoleta;Escolares de 1° a 5° año básico;27;;;Establecimientos de salud;09-307;Centro de Salud Familiar Dr. Juan Petrinovic (Ex Scroggie);Única
Norte;Recoleta;Escolares de 1° a 5° año básico;63;;;Establecimientos de salud;09-390;Centro de Salud Familiar Cristo Vive (ONG);Única
Norte;Tiltil;Escolares de 1° a 5° año básico;10;;;Establecimientos de salud;09-104;Hospital de Til Til;Única
Norte;Tiltil;Escolares de 1° a 5° año básico;25;;;Establecimientos de salud;09-320;Centro de Salud Familiar Huertos Familiares;1° dosis
Norte;Tiltil;Escolares de 1° a 5° año básico;321;;;Establecimientos de salud;09-320;Centro de Salud Familiar Huertos Familiares;Única
Norte;Tiltil;Escolares de 1° a 5° año básico;2;;;Establecimientos de salud;09-410;Posta de Salud Rural La Capilla de Caleu;1° dosis
Norte;Tiltil;Escolares de 1° a 5° año básico;10;;;Establecimientos de salud;09-410;Posta de Salud Rural La Capilla de Caleu;Única
Norte;Tiltil;Escolares de 1° a 5° año básico;39;;;Establecimientos de salud;09-412;Posta de Salud Rural Montenegro;Única
Norte;Tiltil;Escolares de 1° a 5° año básico;4;;;Establecimientos de salud;09-413;Posta de Salud Rural Rungue;1° dosis
Norte;Tiltil;Escolares de 1° a 5° año básico;73;;;Establecimientos de salud;09-413;Posta de Salud Rural Rungue;Única
Occidente;Alhué;Escolares de 1° a 5° año básico;33;;;Establecimientos de salud;10-393;Centro de Salud Familiar Villa Alhué;Única
Occidente;Cerro Navia;Escolares de 1° a 5° año básico;7;;;Establecimientos de salud;10-330;Centro de Salud Familiar Dr. Adalberto Steeger;1° dosis
Occidente;Cerro Navia;Escolares de 1° a 5° año básico;1;;;Establecimientos de salud;10-330;Centro de Salud Familiar Dr. Adalberto Steeger;2° dosis
Occidente;Cerro Navia;Escolares de 1° a 5° año básico;56;;;Establecimientos de salud;10-330;Centro de Salud Familiar Dr. Adalberto Steeger;Única
Occidente;Cerro Navia;Escolares de 1° a 5° año básico;2;;;Establecimientos de salud;10-331;Centro de Salud Familiar Lo Amor;1° dosis
Occidente;Cerro Navia;Escolares de 1° a 5° año básico;48;;;Establecimientos de salud;10-331;Centro de Salud Familiar Lo Amor;Única
Occidente;Cerro Navia;Escolares de 1° a 5° año básico;1;;;Establecimientos de salud;10-335;Centro de Salud Familiar Cerro Navia;1° dosis
Occidente;Cerro Navia;Escolares de 1° a 5° año básico;80;;;Establecimientos de salud;10-335;Centro de Salud Familiar Cerro Navia;Única
Occidente;Cerro Navia;Escolares de 1° a 5° año básico;5;;;Establecimientos de salud;10-355;Centro de Salud Familiar Dr. Arturo Albertz;1° dosis
Occidente;Cerro Navia;Escolares de 1° a 5° año básico;105;;;Establecimientos de salud;10-355;Centro de Salud Familiar Dr. Arturo Albertz;Única
Occidente;Curacaví;Escolares de 1° a 5° año básico;3;;;Establecimientos de salud;10-160;Hospital de Curacaví;1° dosis
Occidente;Curacaví;Escolares de 1° a 5° año básico;26;;;Establecimientos de salud;10-160;Hospital de Curacaví;Única
Occidente;El Monte;Escolares de 1° a 5° año básico;6;;;Establecimientos de salud;10-370;Centro de Salud Familiar El Monte;1° dosis
Occidente;El Monte;Escolares de 1° a 5° año básico;68;;;Establecimientos de salud;10-370;Centro de Salud Familiar El Monte;Única
Occidente;Isla de Maipo;Escolares de 1° a 5° año básico;5;;;Establecimientos de salud;10-375;Centro de Salud Familiar Isla de Maipo;1° dosis
Occidente;Isla de Maipo;Escolares de 1° a 5° año básico;185;;;Establecimientos de salud;10-375;Centro de Salud Familiar Isla de Maipo;Única
Occidente;Isla de Maipo;Escolares de 1° a 5° año básico;6;;;Establecimientos de salud;10-425;Centro de Salud Familiar La Islita;1° dosis
Occidente;Isla de Maipo;Escolares de 1° a 5° año básico;324;;;Establecimientos de salud;10-425;Centro de Salud Familiar La Islita;Única
Occidente;Lo Prado;Escolares de 1° a 5° año básico;36;;;Establecimientos de salud;10-315;Centro de Salud Familiar Santa Anita;Única
Occidente;Lo Prado;Escolares de 1° a 5° año básico;7;;;Establecimientos de salud;10-316;Centro de Salud Familiar Pablo Neruda;1° dosis
Occidente;Lo Prado;Escolares de 1° a 5° año básico;760;;;Establecimientos de salud;10-316;Centro de Salud Familiar Pablo Neruda;Única
Occidente;Lo Prado;Escolares de 1° a 5° año básico;83;;;Establecimientos de salud;10-340;Centro de Salud Familiar Dr. Raúl Yazigi;1° dosis
Occidente;Lo Prado;Escolares de 1° a 5° año básico;560;;;Establecimientos de salud;10-340;Centro de Salud Familiar Dr. Raúl Yazigi;Única
Occidente;Lo Prado;Escolares de 1° a 5° año básico;4;;;Establecimientos de salud;10-345;Centro de Salud Familiar Dr. Carlos Avendaño;1° dosis
Occidente;Lo Prado;Escolares de 1° a 5° año básico;54;;;Establecimientos de salud;10-345;Centro de Salud Familiar Dr. Carlos Avendaño;Única
Occidente;María Pinto;Escolares de 1° a 5° año básico;142;;;Establecimientos de salud;10-385;Centro de Salud Familiar Adriana Madrid De Costabal;Única
Occidente;Melipilla;Escolares de 1° a 5° año básico;3;;;Establecimientos de salud;10-378;Centro de Salud Familiar Dr. Edelberto Elgueta;1° dosis
Occidente;Melipilla;Escolares de 1° a 5° año básico;623;;;Establecimientos de salud;10-378;Centro de Salud Familiar Dr. Edelberto Elgueta;Única
