Comuna;CODIGO_DEIS;Establecimiento;Dosis;N° de vacunados;Criterio_elegibilidad;Servicio
Las Condes;12-950;Hospital Clínico Universidad de Los Andes;Única;224;Enfermos cronicos de 11 a 64 años de edad;Oriente
Las Condes;201094;Vacunatorio Medicien Alto El Plomo;Única;11;Enfermos cronicos de 11 a 64 años de edad;Oriente
Las Condes;201157;Centro Médico y Dental Arauco Salud;Única;44;Enfermos cronicos de 11 a 64 años de edad;Oriente
Lo Barnechea;12-307;Centro de Salud Familiar Lo Barnechea;Única;1207;Enfermos cronicos de 11 a 64 años de edad;Oriente
Lo Barnechea;12-522;Centro Médico Clínica Santa María La Dehesa;Única;102;Enfermos cronicos de 11 a 64 años de edad;Oriente
Lo Barnechea;12-527;Centro Médico Clínica Alemana (La Dehesa);Única;140;Enfermos cronicos de 11 a 64 años de edad;Oriente
Lo Barnechea;12-906;Clínica MEDS La Dehesa;Única;24;Enfermos cronicos de 11 a 64 años de edad;Oriente
Lo Espejo;13-308;Centro de Salud Familiar Clara Estrella;Única;651;Enfermos cronicos de 11 a 64 años de edad;Sur
Lo Espejo;13-309;Centro de Salud Familiar Julio Acuña Pinzón;Única;477;Enfermos cronicos de 11 a 64 años de edad;Sur
Lo Espejo;13-310;Centro de Salud Familiar Dra. Mariela Salgado Zepeda;Única;551;Enfermos cronicos de 11 a 64 años de edad;Sur
Lo Espejo;13-396;Centro de Salud Familiar Pueblo Lo Espejo;Única;467;Enfermos cronicos de 11 a 64 años de edad;Sur
Lo Prado;10-315;Centro de Salud Familiar Santa Anita;Única;920;Enfermos cronicos de 11 a 64 años de edad;Occidente
Lo Prado;10-316;Centro de Salud Familiar Pablo Neruda;Única;965;Enfermos cronicos de 11 a 64 años de edad;Occidente
Lo Prado;10-340;Centro de Salud Familiar Dr. Raúl Yazigi;EPRO;1;Enfermos cronicos de 11 a 64 años de edad;Occidente
Lo Prado;10-340;Centro de Salud Familiar Dr. Raúl Yazigi;Única;1158;Enfermos cronicos de 11 a 64 años de edad;Occidente
Lo Prado;10-345;Centro de Salud Familiar Dr. Carlos Avendaño;Única;1272;Enfermos cronicos de 11 a 64 años de edad;Occidente
Macul;12-312;Centro de Salud Familiar Félix de Amesti;Única;795;Enfermos cronicos de 11 a 64 años de edad;Oriente
Macul;12-313;Centro de Salud Familiar Santa Julia;Única;759;Enfermos cronicos de 11 a 64 años de edad;Oriente
Macul;12-319;Centro de Salud Familiar Padre Alberto Hurtado;Única;423;Enfermos cronicos de 11 a 64 años de edad;Oriente
Macul;12-512;Centro Médico San Joaquín Red de Salud UC CHRISTUS;Única;294;Enfermos cronicos de 11 a 64 años de edad;Oriente
Maipú;11-101;Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada;Única;6;Enfermos cronicos de 11 a 64 años de edad;Central
Maipú;11-304;Centro de Salud Familiar Maipú;Única;1720;Enfermos cronicos de 11 a 64 años de edad;Central
Maipú;11-308;Centro de Salud Familiar Dr. José Eduardo Ahués Salame;Única;1361;Enfermos cronicos de 11 a 64 años de edad;Central
Maipú;11-309;Centro de Salud Familiar Dra. Ana María Juricic;Única;851;Enfermos cronicos de 11 a 64 años de edad;Central
Maipú;11-351;Centro de Referencia de Salud de Maipú;Única;9;Enfermos cronicos de 11 a 64 años de edad;Central
Maipú;11-378;Centro de Salud Familiar Dr. Iván Insunza;Única;1623;Enfermos cronicos de 11 a 64 años de edad;Central
Maipú;11-379;Centro de Salud Familiar Clotario Blest;Única;1383;Enfermos cronicos de 11 a 64 años de edad;Central
Maipú;11-380;Centro de Salud Familiar Dr. Carlos Godoy;Única;2076;Enfermos cronicos de 11 a 64 años de edad;Central
Maipú;11-382;Centro de Salud Familiar Presidenta Michelle Bachelet;Única;1773;Enfermos cronicos de 11 a 64 años de edad;Central
Maipú;11-383;Centro de Salud Familiar Dr. Luis Ferrada;Única;1531;Enfermos cronicos de 11 a 64 años de edad;Central
Maipú;201290;Vacunatorio INMUVAX;Única;11;Enfermos cronicos de 11 a 64 años de edad;Central
María Pinto;10-385;Centro de Salud Familiar Adriana Madrid De Costabal;EPRO;1;Enfermos cronicos de 11 a 64 años de edad;Occidente
María Pinto;10-385;Centro de Salud Familiar Adriana Madrid De Costabal;Única;524;Enfermos cronicos de 11 a 64 años de edad;Occidente
Melipilla;10-270;Clínica Los Maitenes;Única;73;Enfermos cronicos de 11 a 64 años de edad;Occidente
Melipilla;10-378;Centro de Salud Familiar Dr. Edelberto Elgueta;EPRO;1;Enfermos cronicos de 11 a 64 años de edad;Occidente
Melipilla;10-378;Centro de Salud Familiar Dr. Edelberto Elgueta;Única;450;Enfermos cronicos de 11 a 64 años de edad;Occidente
Melipilla;10-379;Centro de Salud Familiar Dr. Francisco Boris Soler;Única;658;Enfermos cronicos de 11 a 64 años de edad;Occidente
Melipilla;10-380;Centro de Salud Familiar San Manuel;Única;248;Enfermos cronicos de 11 a 64 años de edad;Occidente
Melipilla;10-381;Centro de Salud Familiar Alfarera Rosa Reyes Vilches;Única;198;Enfermos cronicos de 11 a 64 años de edad;Occidente
Melipilla;10-440;Posta de Salud Rural Bollenar;Única;247;Enfermos cronicos de 11 a 64 años de edad;Occidente
Melipilla;10-445;Posta de Salud Rural Pahuilmo;Única;113;Enfermos cronicos de 11 a 64 años de edad;Occidente
Melipilla;10-455;Posta de salud Rural Pabellón;Única;8;Enfermos cronicos de 11 a 64 años de edad;Occidente
Melipilla;10-938;Centro de Salud Familiar Florencia;EPRO;1;Enfermos cronicos de 11 a 64 años de edad;Occidente
Melipilla;10-938;Centro de Salud Familiar Florencia;Única;2269;Enfermos cronicos de 11 a 64 años de edad;Occidente
Padre Hurtado;10-366;Centro de Salud Familiar Juan Pablo II ( Padre Hurtado);Única;1336;Enfermos cronicos de 11 a 64 años de edad;Occidente
Paine;13-318;Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine);Única;1121;Enfermos cronicos de 11 a 64 años de edad;Sur
Paine;13-319;Centro de Salud Familiar Dr. Raúl Moya;EPRO;1;Enfermos cronicos de 11 a 64 años de edad;Sur
Paine;13-319;Centro de Salud Familiar Dr. Raúl Moya;Única;758;Enfermos cronicos de 11 a 64 años de edad;Sur
Paine;13-408;Posta de Salud Rural Pintué;Única;174;Enfermos cronicos de 11 a 64 años de edad;Sur
Paine;13-409;Posta de Salud Rural Huelquén;Única;223;Enfermos cronicos de 11 a 64 años de edad;Sur
Paine;13-410;Posta de Salud Rural Rangue;Única;27;Enfermos cronicos de 11 a 64 años de edad;Sur
Paine;13-411;Posta de Salud Rural Abrantes;Única;73;Enfermos cronicos de 11 a 64 años de edad;Sur
Paine;13-412;Posta de Salud Rural Chada;Única;37;Enfermos cronicos de 11 a 64 años de edad;Sur
Pedro Aguirre Cerda;11-303;Centro de Salud Familiar Lo Valledor Norte;Única;479;Enfermos cronicos de 11 a 64 años de edad;Sur
Pedro Aguirre Cerda;13-303;Centro de Salud Familiar Amador Neghme;Única;463;Enfermos cronicos de 11 a 64 años de edad;Sur
Pedro Aguirre Cerda;13-306;Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria);Única;1316;Enfermos cronicos de 11 a 64 años de edad;Sur
Pedro Aguirre Cerda;13-331;Centro de Salud Familiar Edgardo Enríquez Fröedden;Única;481;Enfermos cronicos de 11 a 64 años de edad;Sur
Peñaflor;10-308;Centro de Salud Familiar Peñaflor;Única;1323;Enfermos cronicos de 11 a 64 años de edad;Occidente
Peñaflor;10-369;Centro de Salud Familiar Dr. Fernando Monckeberg;Única;721;Enfermos cronicos de 11 a 64 años de edad;Occidente
Peñalolén;12-101;Hospital Dr. Luis Tisné B. (Santiago, Peñalolén);Única;7;Enfermos cronicos de 11 a 64 años de edad;Oriente
Peñalolén;12-105;Instituto Nacional de Rehabilitación Infantil Presidente Pedro Aguirre Cerda;Única;12;Enfermos cronicos de 11 a 64 años de edad;Oriente
Peñalolén;12-275;Centro Médico Alto Tobalaba - Vacunatorio Vacci Protex;Única;71;Enfermos cronicos de 11 a 64 años de edad;Oriente
Peñalolén;12-314;Centro de Salud Familiar La Faena;Única;721;Enfermos cronicos de 11 a 64 años de edad;Oriente
Peñalolén;12-315;Centro de Salud Familiar San Luis;Única;690;Enfermos cronicos de 11 a 64 años de edad;Oriente
Peñalolén;12-316;Centro de Salud Familiar Carol Urzúa Ibáñez;EPRO;1;Enfermos cronicos de 11 a 64 años de edad;Oriente
Peñalolén;12-316;Centro de Salud Familiar Carol Urzúa Ibáñez;Única;1365;Enfermos cronicos de 11 a 64 años de edad;Oriente
Peñalolén;12-318;Centro de Salud Familiar Lo Hermida;EPRO;1;Enfermos cronicos de 11 a 64 años de edad;Oriente
Peñalolén;12-318;Centro de Salud Familiar Lo Hermida;Única;599;Enfermos cronicos de 11 a 64 años de edad;Oriente
Peñalolén;12-321;Centro de Salud Familiar Cardenal Silva Henríquez;Única;439;Enfermos cronicos de 11 a 64 años de edad;Oriente
Peñalolén;12-322;Centro de Salud Familiar Padre Gerardo Whelan;Única;573;Enfermos cronicos de 11 a 64 años de edad;Oriente
Peñalolén;12-930;Clínica Las Condes Peñalolén;Única;158;Enfermos cronicos de 11 a 64 años de edad;Oriente
Peñalolén;201112;CESFAM Las Torres;Única;684;Enfermos cronicos de 11 a 64 años de edad;Oriente
Pirque;14-310;Centro de Salud Familiar Dr. José Manuel Balmaceda;Única;374;Enfermos cronicos de 11 a 64 años de edad;Suroriente
Pirque;14-333;Centro de Salud Rural El Principal;Única;383;Enfermos cronicos de 11 a 64 años de edad;Suroriente
Providencia;12-100;Hospital Del Salvador de Santiago;Única;1;Enfermos cronicos de 11 a 64 años de edad;Oriente
Providencia;12-104;Instituto de Neurocirugía Dr. Alfonso Asenjo;Única;4;Enfermos cronicos de 11 a 64 años de edad;Oriente
Providencia;12-211;Clínica Indisa;Única;117;Enfermos cronicos de 11 a 64 años de edad;Oriente
Providencia;12-244;Hospital del Trabajador Santiago;Única;184;Enfermos cronicos de 11 a 64 años de edad;Oriente
Providencia;12-249;Clínica Santa María;Única;282;Enfermos cronicos de 11 a 64 años de edad;Oriente
Providencia;12-301;Centro de Salud Familiar Dr. Hernán Alessandri;Única;603;Enfermos cronicos de 11 a 64 años de edad;Oriente
Providencia;12-302;Centro de Salud Familiar Dr. Alfonso Leng;Única;1231;Enfermos cronicos de 11 a 64 años de edad;Oriente
Providencia;12-303;Centro de Salud Familiar Aguilucho;Única;991;Enfermos cronicos de 11 a 64 años de edad;Oriente
Providencia;12-922;Vacunatorio Mediclown;Única;56;Enfermos cronicos de 11 a 64 años de edad;Oriente
Providencia;12-943;Vacunatorio RENVAC;Única;11;Enfermos cronicos de 11 a 64 años de edad;Oriente
Providencia;12-944;Vacunatorio Internacional Immunitas SpA;Única;32;Enfermos cronicos de 11 a 64 años de edad;Oriente
Providencia;12-945;Vacunatorio Clínica El Bosque;Única;30;Enfermos cronicos de 11 a 64 años de edad;Oriente
Providencia;12-998;Centro Médico HTS SpA;Única;12;Enfermos cronicos de 11 a 64 años de edad;Oriente
Providencia;14-104;Hospital Metropolitano ( ex Militar );Única;3;Enfermos cronicos de 11 a 64 años de edad;Oriente
Providencia;200919;VACUMED;Única;15;Enfermos cronicos de 11 a 64 años de edad;Oriente
Providencia;201156;VAXPROSALUD;Única;47;Enfermos cronicos de 11 a 64 años de edad;Oriente
Pudahuel;10-350;Centro de Salud Familiar Pudahuel Estrella;EPRO;3;Enfermos cronicos de 11 a 64 años de edad;Occidente
Pudahuel;10-350;Centro de Salud Familiar Pudahuel Estrella;Única;1039;Enfermos cronicos de 11 a 64 años de edad;Occidente
Pudahuel;10-351;Centro de Salud Familiar Pudahuel Poniente;EPRO;1;Enfermos cronicos de 11 a 64 años de edad;Occidente
Pudahuel;10-351;Centro de Salud Familiar Pudahuel Poniente;Única;951;Enfermos cronicos de 11 a 64 años de edad;Occidente
Pudahuel;10-352;Centro de Salud Familiar Dr. Gustavo Molina;Única;2461;Enfermos cronicos de 11 a 64 años de edad;Occidente
Pudahuel;10-353;Centro de Salud Familiar Cardenal Raúl Silva Henríquez;Única;1398;Enfermos cronicos de 11 a 64 años de edad;Occidente
Pudahuel;10-354;Centro de Salud Familiar Violeta Parra;Única;3399;Enfermos cronicos de 11 a 64 años de edad;Occidente
Pudahuel;201146;Centro Medico y Dental Del Valle;Única;152;Enfermos cronicos de 11 a 64 años de edad;Occidente
Puente Alto;14-101;Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto);Única;1;Enfermos cronicos de 11 a 64 años de edad;Suroriente
Puente Alto;14-232;Centro Médico y Dental Megasalud Puente Alto;Única;1;Enfermos cronicos de 11 a 64 años de edad;Suroriente
Puente Alto;14-301;Centro de Salud Familiar Dr. Alejandro del Río;Única;1611;Enfermos cronicos de 11 a 64 años de edad;Suroriente
Puente Alto;14-312;Centro de Salud Familiar San Gerónimo;EPRO;1;Enfermos cronicos de 11 a 64 años de edad;Suroriente
Puente Alto;14-312;Centro de Salud Familiar San Gerónimo;Única;937;Enfermos cronicos de 11 a 64 años de edad;Suroriente
Puente Alto;14-313;Centro de Salud Familiar Vista Hermosa;Única;646;Enfermos cronicos de 11 a 64 años de edad;Suroriente
Puente Alto;14-320;Centro de Salud Familiar Bernardo Leighton;Única;1034;Enfermos cronicos de 11 a 64 años de edad;Suroriente
Puente Alto;14-321;Centro de Salud Familiar Cardenal Silva Henríquez;Única;722;Enfermos cronicos de 11 a 64 años de edad;Suroriente
Puente Alto;14-322;Centro de Salud Familiar Padre Manuel Villaseca;Única;1325;Enfermos cronicos de 11 a 64 años de edad;Suroriente
Puente Alto;14-323;Centro de Salud Familiar Madre Teresa de Calcuta Red de Salud UC CHRISTUS;Única;346;Enfermos cronicos de 11 a 64 años de edad;Suroriente
Puente Alto;14-326;Centro de Salud Familiar Karol Wojtyla;Única;529;Enfermos cronicos de 11 a 64 años de edad;Suroriente
Puente Alto;14-329;Centro de Salud Familiar San Alberto Hurtado Red de Salud UC CHRISTUS;Única;360;Enfermos cronicos de 11 a 64 años de edad;Suroriente
Puente Alto;14-332;Centro de Salud Familiar Laurita Vicuña;EPRO;1;Enfermos cronicos de 11 a 64 años de edad;Suroriente
Puente Alto;14-332;Centro de Salud Familiar Laurita Vicuña;Única;4351;Enfermos cronicos de 11 a 64 años de edad;Suroriente
Quilicura;09-313;Centro de Salud Familiar Irene Frei de Cid;Única;994;Enfermos cronicos de 11 a 64 años de edad;Norte
Quilicura;09-315;Centro de Salud Familiar Manuel Bustos Huerta;Única;1031;Enfermos cronicos de 11 a 64 años de edad;Norte
Quilicura;09-324;Centro de Salud Familiar Presidente Salvador Allende Gossens;Única;1331;Enfermos cronicos de 11 a 64 años de edad;Norte
Quilicura;201091;CESFAM Marta Ugarte Román;EPRO;1;Enfermos cronicos de 11 a 64 años de edad;Norte
Quilicura;201091;CESFAM Marta Ugarte Román;Única;1852;Enfermos cronicos de 11 a 64 años de edad;Norte
Quinta Normal;10-120;Hospital Dr. Félix Bulnes Cerda (Santiago, Quinta Normal);Única;411;Enfermos cronicos de 11 a 64 años de edad;Occidente
Quinta Normal;10-310;Centro de Salud Familiar Andes;Única;703;Enfermos cronicos de 11 a 64 años de edad;Occidente
Quinta Normal;10-320;Centro de Salud Familiar Lo Franco;Única;1011;Enfermos cronicos de 11 a 64 años de edad;Occidente
Quinta Normal;10-325;Centro de Salud Familiar Garín;Única;977;Enfermos cronicos de 11 a 64 años de edad;Occidente
Recoleta;09-201;Clínica Dávila;Única;62;Enfermos cronicos de 11 a 64 años de edad;Norte
Recoleta;09-301;Centro de Salud Familiar Recoleta;Única;1350;Enfermos cronicos de 11 a 64 años de edad;Norte
Recoleta;09-303;Centro de Salud Familiar Quinta Bella;Única;603;Enfermos cronicos de 11 a 64 años de edad;Norte
Recoleta;09-304;Centro de Salud Familiar Valdivieso;Única;475;Enfermos cronicos de 11 a 64 años de edad;Norte
Recoleta;09-307;Centro de Salud Familiar Dr. Juan Petrinovic (Ex Scroggie);Única;604;Enfermos cronicos de 11 a 64 años de edad;Norte
Recoleta;09-390;Centro de Salud Familiar Cristo Vive (ONG);Única;1282;Enfermos cronicos de 11 a 64 años de edad;Norte
Renca;10-360;Centro de Salud Familiar Renca;Única;1155;Enfermos cronicos de 11 a 64 años de edad;Occidente
Renca;10-361;Centro de Salud Familiar Bicentenario;Única;800;Enfermos cronicos de 11 a 64 años de edad;Occidente
Renca;10-362;Centro de Salud Familiar Dr. Hernán Urzúa Merino;Única;512;Enfermos cronicos de 11 a 64 años de edad;Occidente
Renca;10-364;Centro de Salud Familiar Huamachuco;Única;664;Enfermos cronicos de 11 a 64 años de edad;Occidente
San Bernardo;13-313;Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);Única;652;Enfermos cronicos de 11 a 64 años de edad;Sur
San Bernardo;13-315;Centro de Salud Familiar Confraternidad;Única;689;Enfermos cronicos de 11 a 64 años de edad;Sur
San Bernardo;13-316;Centro de Salud Familiar Carol Urzúa;EPRO;1;Enfermos cronicos de 11 a 64 años de edad;Sur
San Bernardo;13-316;Centro de Salud Familiar Carol Urzúa;Única;864;Enfermos cronicos de 11 a 64 años de edad;Sur
San Bernardo;13-328;Centro de Salud Familiar Padre Joan Alsina;Única;547;Enfermos cronicos de 11 a 64 años de edad;Sur
San Bernardo;13-330;Centro de Salud Familiar Raúl Brañes F.;Única;818;Enfermos cronicos de 11 a 64 años de edad;Sur
San Bernardo;13-332;Centro de Salud Familiar Juan Pablo II ( San Bernardo);Única;629;Enfermos cronicos de 11 a 64 años de edad;Sur
San Bernardo;13-394;Centro de Salud Familiar El Manzano;Única;551;Enfermos cronicos de 11 a 64 años de edad;Sur
San Bernardo;13-716;Centro Comunitario de Salud Familiar Rapa Nui;Única;6;Enfermos cronicos de 11 a 64 años de edad;Sur
San Joaquín;13-301;Centro de Salud Familiar San Joaquín;Única;1191;Enfermos cronicos de 11 a 64 años de edad;Sur
San Joaquín;13-305;Centro de Salud Familiar Arturo Baeza Goñi;Única;582;Enfermos cronicos de 11 a 64 años de edad;Sur
San Joaquín;13-322;Centro de Salud Familiar Santa Teresa de Los Andes;Única;802;Enfermos cronicos de 11 a 64 años de edad;Sur
San José de Maipo;14-102;Hospital San José de Maipo;Única;282;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San José de Maipo;14-407;Posta de Salud Rural Las Vertientes;Única;216;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Miguel;13-100;Hospital Barros Luco Trudeau (Santiago, San Miguel);Única;6;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;13-130;Hospital Dr. Exequiel González Cortés (Santiago, San Miguel);Única;58;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;13-160;Hospital de Enfermedades Infecciosas Dr. Lucio Córdova (Santiago, San Miguel);Única;13;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;13-300;Centro de Salud Familiar Barros Luco;Única;1307;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;13-302;Centro de Salud Familiar Recreo;Única;1735;Enfermos cronicos de 11 a 64 años de edad;Sur
San Pedro;10-387;Centro de Salud Familiar San Pedro;Única;307;Enfermos cronicos de 11 a 64 años de edad;Occidente
San Ramón;14-103;Hospital Padre Alberto Hurtado (San Ramón);Única;2;Enfermos cronicos de 11 a 64 años de edad;Suroriente
