Comuna;CODIGO_DEIS;Establecimiento;Dosis;N° de vacunados;Criterio_elegibilidad;Vacuna;Servicio;Código Antiguo ;latitud;longitud
El Bosque;13-312;Centro de Salud Familiar Dr. Carlos Lorca Tobar;1ra dosis;88;Vacunación Programática;Varicela;Sur;13-312;-33.554149;-70.666968
El Bosque;13-314;Centro de Salud Familiar Cóndores de Chile;1ra dosis;58;Vacunación Programática;Varicela;Sur;13-314;-33.561362;-70.674691
El Bosque;13-317;Centro de Salud Familiar Santa Laura;1ra dosis;75;Vacunación Programática;Varicela;Sur;13-317;-33.552491;-70.688809
El Bosque;13-323;Centro de Salud Familiar Dr. Mario Salcedo;1ra dosis;77;Vacunación Programática;Varicela;Sur;13-323;-33.582081;-70.668768
El Bosque;13-324;Centro de Salud Familiar Dra. Haydeé López Casoou;1ra dosis;75;Vacunación Programática;Varicela;Sur;13-324;-33.572212;-70.667054
El Bosque;13-329;Centro de Salud Familiar Canciller Orlando Letelier;1ra dosis;62;Vacunación Programática;Varicela;Sur;13-329;-33.578041;-70.67785
El Monte;10-370;Centro de Salud Familiar El Monte;1ra dosis;93;Vacunación Programática;Varicela;Occidente;10-370;-33.681919;-70.986091
Estación Central;11-230;Clínica Hospital del Profesor;1ra dosis;62;Vacunación Programática;Varicela;Central;11-230;-33.457755;-70.702639
Estación Central;11-295;Red Salud Santiago ex Clínica Bicentenario;1ra dosis;149;Vacunación Programática;Varicela;Central;11-295;-33.457336;-70.701792
Estación Central;11-302;Centro de Salud Familiar Padre Vicente Irarrázabal;1ra dosis;84;Vacunación Programática;Varicela;Central;11-302;-33.47284;-70.691894
Estación Central;11-306;Centro de Salud Familiar San José de Chuchunco;1ra dosis;52;Vacunación Programática;Varicela;Central;11-306;-33.473682;-70.705982
Estación Central;11-310;Centro de Salud Familiar Las Mercedes;1ra dosis;166;Vacunación Programática;Varicela;Central;11-310;-33.451977;-70.703928
Huechuraba;09-305;Centro de Salud Familiar La Pincoya;1ra dosis;50;Vacunación Programática;Varicela;Norte;09-305;-33.373386;-70.63702
Huechuraba;09-317;Centro de Salud Familiar El Barrero;1ra dosis;29;Vacunación Programática;Varicela;Norte;09-317;-33.375909;-70.624663
Huechuraba;09-323;Centro de Salud Familiar Dr. Salvador Allende Gossens;1ra dosis;45;Vacunación Programática;Varicela;Norte;09-323;-33.363415;-70.632789
Huechuraba;09-718;Centro Comunitario de Salud Familiar Los Libertadores;1ra dosis;14;Vacunación Programática;Varicela;Norte;09-718;-33.360049;-70.683527
Huechuraba;09-915;Centro de Salud Familiar Dr. Victor Castro Wiren;1ra dosis;50;Vacunación Programática;Varicela;Norte;09-915;-33.352605;-70.67705
Independencia;09-101;Hospital Clínico de Niños Dr. Roberto del Río (Santiago, Independencia);1ra dosis;9;Vacunación Programática;Varicela;Norte;09-101;-33.415335;-70.655086
Independencia;09-200;Hospital Clínico Universidad de Chile;1ra dosis;34;Vacunación Programática;Varicela;Norte;09-200;-33.420057;-70.653116
Independencia;09-300;Centro de Salud Familiar Agustín Cruz Melo;1ra dosis;189;Vacunación Programática;Varicela;Norte;09-300;-33.415155;-70.657119
Independencia;09-321;Centro de Salud Familiar Juan Antonio Ríos;1ra dosis;44;Vacunación Programática;Varicela;Norte;09-321;-33.417373;-70.668652
Isla de Maipo;10-375;Centro de Salud Familiar Isla de Maipo;1ra dosis;55;Vacunación Programática;Varicela;Occidente;10-375;-33.749042;-70.903306
Isla de Maipo;10-425;Centro de Salud Familiar La Islita;1ra dosis;51;Vacunación Programática;Varicela;Occidente;10-425;-33.734795;-70.861701
La Cisterna;13-311;Centro de Salud Familiar Santa Anselma;1ra dosis;101;Vacunación Programática;Varicela;Sur;13-311;-33.529594;-70.667368
La Cisterna;13-326;Centro de Salud Familiar Eduardo Frei Montalva;1ra dosis;74;Vacunación Programática;Varicela;Sur;13-326;-33.538937;-70.66238
La Florida;14-223;Clínica Vespucio;1ra dosis;224;Vacunación Programática;Varicela;Suroriente;14-223;-33.519116;-70.596867
La Florida;14-302;Centro de Salud Familiar Los Castaños;1ra dosis;66;Vacunación Programática;Varicela;Suroriente;14-302;-33.511875;-70.577975
La Florida;14-303;Centro de Salud Familiar Bellavista;1ra dosis;87;Vacunación Programática;Varicela;Suroriente;14-303;-33.518563;-70.602218
La Florida;14-304;Centro de Salud Familiar Villa O'Higgins;1ra dosis;76;Vacunación Programática;Varicela;Suroriente;14-304;-33.531236;-70.604217
La Florida;14-305;Centro de Salud Familiar Los Quillayes;1ra dosis;112;Vacunación Programática;Varicela;Suroriente;14-305;-33.560178;-70.60598
La Florida;14-316;Centro de Salud Familiar Dr. Fernando Maffioletti;1ra dosis;94;Vacunación Programática;Varicela;Suroriente;14-316;-33.560204;-70.578515
La Florida;14-324;Centro de Salud Familiar Santa Amalia;1ra dosis;72;Vacunación Programática;Varicela;Suroriente;14-324;-33.54375;-70.592829
La Florida;14-330;Centro de Salud Familiar Trinidad;1ra dosis;54;Vacunación Programática;Varicela;Suroriente;14-330;-33.547211;-70.60862
La Florida;14-331;Centro de Salud Familiar La Florida;1ra dosis;69;Vacunación Programática;Varicela;Suroriente;14-331;-33.514659;-70.585809
La Florida;14-334;Centro de Salud Familiar José Alvo;1ra dosis;56;Vacunación Programática;Varicela;Suroriente;14-334;-33.557178;-70.582012
La Florida;14-908;Clínica Bupa Santiago;1ra dosis;84;Vacunación Programática;Varicela;Suroriente;14-908;-33.509903;-70.598229
La Granja;13-307;Centro de Salud Familiar Padre Esteban Gumucio Vives;1ra dosis;48;Vacunación Programática;Varicela;Suroriente;13-307;-33.519604;-70.623975
La Granja;14-306;Centro de Salud Familiar La Granja;1ra dosis;92;Vacunación Programática;Varicela;Suroriente;14-306;-33.536995;-70.633668
La Granja;14-315;Centro de Salud Familiar Malaquías Concha;1ra dosis;38;Vacunación Programática;Varicela;Suroriente;14-315;-33.527458;-70.621298
La Granja;14-325;Centro de Salud Familiar Granja Sur;1ra dosis;104;Vacunación Programática;Varicela;Suroriente;14-325;-33.551822;-70.629548
La Pintana;14-308;Centro de Salud Familiar San Rafael;1ra dosis;79;Vacunación Programática;Varicela;Suroriente;14-308;-33.579577;-70.639086
La Pintana;14-309;Centro de Salud Familiar Pablo de Rokha;1ra dosis;26;Vacunación Programática;Varicela;Suroriente;14-309;-33.576624;-70.64964
La Pintana;14-311;Centro de Salud Familiar Santiago de Nueva Extremadura;1ra dosis;50;Vacunación Programática;Varicela;Suroriente;14-311;-33.588977;-70.618578
La Pintana;14-317;Centro de Salud Familiar Santo Tomás;1ra dosis;64;Vacunación Programática;Varicela;Suroriente;14-317;-33.556972;-70.616542
La Pintana;14-318;Centro de Salud Familiar Flor Fernández;1ra dosis;30;Vacunación Programática;Varicela;Suroriente;14-318;-33.585495;-70.636257
La Pintana;14-319;Centro de Salud Familiar El Roble;1ra dosis;76;Vacunación Programática;Varicela;Suroriente;14-319;-33.563873;-70.647535
La Pintana;14-327;Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS;1ra dosis;45;Vacunación Programática;Varicela;Suroriente;14-327;-33.595431;-70.621698
La Reina;12-317;Centro de Salud Familiar Ossandon;1ra dosis;27;Vacunación Programática;Varicela;Oriente;12-317;-33.442855;-70.54447
La Reina;12-320;Centro de Salud Familiar Juan Pablo II ( La Reina);1ra dosis;38;Vacunación Programática;Varicela;Oriente;12-320;-33.456864;-70.532647
La Reina;12-530;Hospital Militar de Santiago;1ra dosis;41;Vacunación Programática;Varicela;Oriente;12-530;-33.45281;-70.56351
Lampa;09-311;Centro de Salud Familiar José Bauza Frau;1ra dosis;180;Vacunación Programática;Varicela;Norte;09-311;-33.285648;-70.876237
Lampa;09-312;Centro de Salud Familiar Batuco;1ra dosis;64;Vacunación Programática;Varicela;Norte;09-312;-33.241849;-70.81415
Las Condes;12-204;Nueva Clínica Cordillera;1ra dosis;20;Vacunación Programática;Varicela;Oriente;12-204;-33.42206;-70.52727
Las Condes;12-212;Clínica Las Condes;1ra dosis;272;Vacunación Programática;Varicela;Oriente;12-212;-33.384094;-70.530151
Las Condes;12-238;Hospital FACH;1ra dosis;24;Vacunación Programática;Varicela;Oriente;12-238;-33.395327;-70.548074
Las Condes;12-261;Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS;1ra dosis;122;Vacunación Programática;Varicela;Oriente;12-261;-33.40132;-70.51837
Las Condes;12-272;Centro Médico Militar Rosa O'Higgins;1ra dosis;16;Vacunación Programática;Varicela;Oriente;12-272;-33.405309;-70.585445
Las Condes;12-304;Centro de Salud Familiar Apoquindo;1ra dosis;31;Vacunación Programática;Varicela;Oriente;12-304;-33.400414;-70.56441
Las Condes;12-306;Centro de Salud Familiar Aníbal Ariztía;1ra dosis;59;Vacunación Programática;Varicela;Oriente;12-306;-33.417067;-70.53311
Las Condes;12-950;Hospital Clínico Universidad de Los Andes;1ra dosis;138;Vacunación Programática;Varicela;Oriente;12-950;-33.40656;-70.50017
Las Condes;201094;Vacunatorio Medicien Alto El Plomo;1ra dosis;10;Vacunación Programática;Varicela;Oriente;201094;-33.404764;-70.570812
Las Condes;201157;Centro Médico y Dental Arauco Salud;1ra dosis;41;Vacunación Programática;Varicela;Oriente;201157;-33.402191;-70.578247
Lo Barnechea;12-307;Centro de Salud Familiar Lo Barnechea;1ra dosis;94;Vacunación Programática;Varicela;Oriente;12-307;-33.351854;-70.509989
Lo Barnechea;12-522;Centro Médico Clínica Santa María La Dehesa;1ra dosis;66;Vacunación Programática;Varicela;Oriente;12-522;-33.357673;-70.51444
Lo Barnechea;12-527;Centro Médico Clínica Alemana (La Dehesa);1ra dosis;252;Vacunación Programática;Varicela;Oriente;12-527;-33.355705;-70.526293
Lo Barnechea;12-906;Clínica MEDS La Dehesa;1ra dosis;7;Vacunación Programática;Varicela;Oriente;12-906;-33.36385;-70.5446
Lo Espejo;13-308;Centro de Salud Familiar Clara Estrella;1ra dosis;50;Vacunación Programática;Varicela;Sur;13-308;-33.514933;-70.676174
Lo Espejo;13-309;Centro de Salud Familiar Julio Acuña Pinzón;1ra dosis;87;Vacunación Programática;Varicela;Sur;13-309;-33.522431;-70.69732
Lo Espejo;13-310;Centro de Salud Familiar Dra. Mariela Salgado Zepeda;1ra dosis;49;Vacunación Programática;Varicela;Sur;13-310;-33.507423;-70.694073
Lo Espejo;13-396;Centro de Salud Familiar Pueblo Lo Espejo;1ra dosis;59;Vacunación Programática;Varicela;Sur;13-396;-33.53472;-70.696425
Lo Prado;10-315;Centro de Salud Familiar Santa Anita;1ra dosis;85;Vacunación Programática;Varicela;Occidente;10-315;-33.43929;-70.7093
Lo Prado;10-316;Centro de Salud Familiar Pablo Neruda;1ra dosis;61;Vacunación Programática;Varicela;Occidente;10-316;-33.450001;-70.730087
Lo Prado;10-340;Centro de Salud Familiar Dr. Raúl Yazigi;1ra dosis;73;Vacunación Programática;Varicela;Occidente;10-340;-33.451755;-70.71605
Lo Prado;10-345;Centro de Salud Familiar Dr. Carlos Avendaño;1ra dosis;57;Vacunación Programática;Varicela;Occidente;10-345;-33.436875;-70.740448
Macul;12-312;Centro de Salud Familiar Félix de Amesti;1ra dosis;59;Vacunación Programática;Varicela;Oriente;12-312;-33.501502;-70.593927
Macul;12-313;Centro de Salud Familiar Santa Julia;1ra dosis;60;Vacunación Programática;Varicela;Oriente;12-313;-33.476364;-70.592875
Macul;12-319;Centro de Salud Familiar Padre Alberto Hurtado;1ra dosis;54;Vacunación Programática;Varicela;Oriente;12-319;-33.493484;-70.615109
Macul;12-512;Centro Médico San Joaquín Red de Salud UC CHRISTUS;1ra dosis;123;Vacunación Programática;Varicela;Oriente;12-512;-33.497116;-70.614619
Maipú;11-304;Centro de Salud Familiar Maipú;1ra dosis;125;Vacunación Programática;Varicela;Central;11-304;-33.504315;-70.75815
Maipú;11-308;Centro de Salud Familiar Dr. José Eduardo Ahués Salame;1ra dosis;124;Vacunación Programática;Varicela;Central;11-308;-33.505433;-70.774352
Maipú;11-309;Centro de Salud Familiar Dra. Ana María Juricic;1ra dosis;77;Vacunación Programática;Varicela;Central;11-309;-33.514065;-70.796603
Maipú;11-378;Centro de Salud Familiar Dr. Iván Insunza;1ra dosis;69;Vacunación Programática;Varicela;Central;11-378;-33.484273;-70.771353
Maipú;11-379;Centro de Salud Familiar Clotario Blest;1ra dosis;74;Vacunación Programática;Varicela;Central;11-379;-33.490025;-70.744879
Maipú;11-380;Centro de Salud Familiar Dr. Carlos Godoy;1ra dosis;159;Vacunación Programática;Varicela;Central;11-380;-33.52776;-70.796393
Maipú;11-382;Centro de Salud Familiar Presidenta Michelle Bachelet;1ra dosis;95;Vacunación Programática;Varicela;Central;11-382;-33.525395;-70.767836
Maipú;11-383;Centro de Salud Familiar Dr. Luis Ferrada;1ra dosis;58;Vacunación Programática;Varicela;Central;11-383;-33.473168;-70.75602
Maipú;201290;Vacunatorio INMUVAX;1ra dosis;4;Vacunación Programática;Varicela;Central;201290;-33.498106;-70.75715
María Pinto;10-385;Centro de Salud Familiar Adriana Madrid De Costabal;1ra dosis;44;Vacunación Programática;Varicela;Occidente;10-385;-33.51714;-71.125008
Melipilla;10-270;Clínica Los Maitenes;1ra dosis;42;Vacunación Programática;Varicela;Occidente;10-270;-33.6721;-71.21718
Melipilla;10-378;Centro de Salud Familiar Dr. Edelberto Elgueta;1ra dosis;88;Vacunación Programática;Varicela;Occidente;10-378;-33.681498;-71.22595
Melipilla;10-379;Centro de Salud Familiar Dr. Francisco Boris Soler;1ra dosis;89;Vacunación Programática;Varicela;Occidente;10-379;-33.700239;-71.218134
Melipilla;10-380;Centro de Salud Familiar San Manuel;1ra dosis;32;Vacunación Programática;Varicela;Occidente;10-380;-33.773496;-71.257568
Melipilla;10-381;Centro de Salud Familiar Alfarera Rosa Reyes Vilches;1ra dosis;17;Vacunación Programática;Varicela;Occidente;10-381;-33.649845;-71.15045
Melipilla;10-440;Posta de Salud Rural Bollenar;1ra dosis;22;Vacunación Programática;Varicela;Occidente;10-440;-33.569087;-71.210906
Melipilla;10-445;Posta de Salud Rural Pahuilmo;1ra dosis;6;Vacunación Programática;Varicela;Occidente;10-445;-33.569161;-71.11575
Melipilla;10-455;Posta de salud Rural Pabellón;1ra dosis;7;Vacunación Programática;Varicela;Occidente;10-455;-33.750621;-71.198276
Melipilla;10-938;Centro de Salud Familiar Florencia;1ra dosis;65;Vacunación Programática;Varicela;Occidente;10-938;-33.684442;-71.213312
Padre Hurtado;10-366;Centro de Salud Familiar Juan Pablo II ( Padre Hurtado);1ra dosis;163;Vacunación Programática;Varicela;Occidente;10-366;-33.569779;-70.805151
Paine;13-318;Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine);1ra dosis;119;Vacunación Programática;Varicela;Sur;13-318;-33.804827;-70.741211
Paine;13-319;Centro de Salud Familiar Dr. Raúl Moya;1ra dosis;44;Vacunación Programática;Varicela;Sur;13-319;-33.868535;-70.747995
Paine;13-408;Posta de Salud Rural Pintué;1ra dosis;11;Vacunación Programática;Varicela;Sur;13-408;-33.88597;-70.892169
Paine;13-409;Posta de Salud Rural Huelquén;1ra dosis;24;Vacunación Programática;Varicela;Sur;13-409;-33.832761;-70.643261
Paine;13-410;Posta de Salud Rural Rangue;1ra dosis;2;Vacunación Programática;Varicela;Sur;13-410;-33.850752;-70.942806
Paine;13-411;Posta de Salud Rural Abrantes;1ra dosis;5;Vacunación Programática;Varicela;Sur;13-411;-33.85926;-70.850687
Paine;13-412;Posta de Salud Rural Chada;1ra dosis;2;Vacunación Programática;Varicela;Sur;13-412;-33.900747;-70.660518
Pedro Aguirre Cerda;11-303;Centro de Salud Familiar Lo Valledor Norte;1ra dosis;77;Vacunación Programática;Varicela;Sur;11-303;-33.488282;-70.686377
Pedro Aguirre Cerda;13-303;Centro de Salud Familiar Amador Neghme;1ra dosis;60;Vacunación Programática;Varicela;Sur;13-303;-33.503461;-70.676059
Pedro Aguirre Cerda;13-306;Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria);1ra dosis;53;Vacunación Programática;Varicela;Sur;13-306;-33.48971;-70.676018
Pedro Aguirre Cerda;13-331;Centro de Salud Familiar Edgardo Enríquez Fröedden;1ra dosis;43;Vacunación Programática;Varicela;Sur;13-331;-33.480185;-70.669075
Peñaflor;10-308;Centro de Salud Familiar Peñaflor;1ra dosis;97;Vacunación Programática;Varicela;Occidente;10-308;-33.6088;-70.896258
Peñaflor;10-369;Centro de Salud Familiar Dr. Fernando Monckeberg;1ra dosis;80;Vacunación Programática;Varicela;Occidente;10-369;-33.609978;-70.871635
Peñalolén;12-275;Centro Médico Alto Tobalaba - Vacunatorio Vacci Protex;1ra dosis;50;Vacunación Programática;Varicela;Oriente;12-275;-33.48292;-70.557327
Peñalolén;12-314;Centro de Salud Familiar La Faena;1ra dosis;49;Vacunación Programática;Varicela;Oriente;12-314;-33.467931;-70.556011
Peñalolén;12-315;Centro de Salud Familiar San Luis;1ra dosis;40;Vacunación Programática;Varicela;Oriente;12-315;-33.508122;-70.577994
Peñalolén;12-316;Centro de Salud Familiar Carol Urzúa Ibáñez;1ra dosis;73;Vacunación Programática;Varicela;Oriente;12-316;-33.476897;-70.542996
Peñalolén;12-318;Centro de Salud Familiar Lo Hermida;1ra dosis;60;Vacunación Programática;Varicela;Oriente;12-318;-33.476942;-70.562722
Peñalolén;12-321;Centro de Salud Familiar Cardenal Silva Henríquez;1ra dosis;51;Vacunación Programática;Varicela;Oriente;12-321;-33.470387;-70.532225
Peñalolén;12-322;Centro de Salud Familiar Padre Gerardo Whelan;1ra dosis;51;Vacunación Programática;Varicela;Oriente;12-322;-33.473974;-70.574226
Peñalolén;12-930;Clínica Las Condes Peñalolén;1ra dosis;79;Vacunación Programática;Varicela;Oriente;12-930;-33.489949;-70.544831
Peñalolén;201112;CESFAM Las Torres;1ra dosis;58;Vacunación Programática;Varicela;Oriente;201112;-33.50287;-70.577602
Pirque;14-310;Centro de Salud Familiar Dr. José Manuel Balmaceda;1ra dosis;33;Vacunación Programática;Varicela;Suroriente;14-310;-33.635077;-70.572477
Pirque;14-333;Centro de Salud Rural El Principal;1ra dosis;28;Vacunación Programática;Varicela;Suroriente;14-333;-33.720684;-70.553279
Providencia;12-211;Clínica Indisa;1ra dosis;565;Vacunación Programática;Varicela;Oriente;12-211;-33.43333;-70.62855
Providencia;12-249;Clínica Santa María;1ra dosis;204;Vacunación Programática;Varicela;Oriente;12-249;-33.43282;-70.62822
Providencia;12-301;Centro de Salud Familiar Dr. Hernán Alessandri;1ra dosis;48;Vacunación Programática;Varicela;Oriente;12-301;-33.444228;-70.620427
Providencia;12-302;Centro de Salud Familiar Dr. Alfonso Leng;1ra dosis;22;Vacunación Programática;Varicela;Oriente;12-302;-33.431406;-70.618809
Providencia;12-303;Centro de Salud Familiar Aguilucho;1ra dosis;46;Vacunación Programática;Varicela;Oriente;12-303;-33.442673;-70.597096
Providencia;12-944;Vacunatorio Internacional Immunitas SpA;1ra dosis;25;Vacunación Programática;Varicela;Oriente;12-944;-33.423268;-70.609892
Providencia;12-945;Vacunatorio Clínica El Bosque;1ra dosis;60;Vacunación Programática;Varicela;Oriente;12-945;-33.42821;-70.619211
